state,district,district_unique,indicator,nfhs4,nfhs5
Andaman & Nicobar Islands,Nicobar,nicobar_andaman_nicobar_islands,stunting,20.3,21.6
Andaman & Nicobar Islands,Nicobar,nicobar_andaman_nicobar_islands,wasting,2.3,7.8
Andaman & Nicobar Islands,Nicobar,nicobar_andaman_nicobar_islands,underweight,10.5,24.6
Andaman & Nicobar Islands,Nicobar,nicobar_andaman_nicobar_islands,overweight,4.8,1.5
Andaman & Nicobar Islands,North & Middle Andaman,north_middle_andaman_andaman_nicobar_islands,stunting,32.5,27
Andaman & Nicobar Islands,North & Middle Andaman,north_middle_andaman_andaman_nicobar_islands,wasting,18.5,8.3
Andaman & Nicobar Islands,North & Middle Andaman,north_middle_andaman_andaman_nicobar_islands,underweight,33.5,42.8
Andaman & Nicobar Islands,North & Middle Andaman,north_middle_andaman_andaman_nicobar_islands,overweight,2.1,0.8
Andaman & Nicobar Islands,South Andaman,south_andaman_andaman_nicobar_islands,stunting,20.1,21.1
Andaman & Nicobar Islands,South Andaman,south_andaman_andaman_nicobar_islands,wasting,4,3.5
Andaman & Nicobar Islands,South Andaman,south_andaman_andaman_nicobar_islands,underweight,18.5,17.4
Andaman & Nicobar Islands,South Andaman,south_andaman_andaman_nicobar_islands,overweight,3,7.2
Andhra Pradesh,Anantapur,anantapur_andhra_pradesh,stunting,40.3,36
Andhra Pradesh,Anantapur,anantapur_andhra_pradesh,wasting,4.5,4
Andhra Pradesh,Anantapur,anantapur_andhra_pradesh,underweight,39.3,40.6
Andhra Pradesh,Anantapur,anantapur_andhra_pradesh,overweight,0.6,0.3
Andhra Pradesh,Chittoor,chittoor_andhra_pradesh,stunting,31.4,27.1
Andhra Pradesh,Chittoor,chittoor_andhra_pradesh,wasting,4.6,6.3
Andhra Pradesh,Chittoor,chittoor_andhra_pradesh,underweight,32.4,27.9
Andhra Pradesh,Chittoor,chittoor_andhra_pradesh,overweight,0,0.5
Andhra Pradesh,East Godavari,east_godavari_andhra_pradesh,stunting,27.7,23.1
Andhra Pradesh,East Godavari,east_godavari_andhra_pradesh,wasting,3,3.8
Andhra Pradesh,East Godavari,east_godavari_andhra_pradesh,underweight,27.1,22.4
Andhra Pradesh,East Godavari,east_godavari_andhra_pradesh,overweight,2.7,3.4
Andhra Pradesh,Guntur,guntur_andhra_pradesh,stunting,22.1,23.8
Andhra Pradesh,Guntur,guntur_andhra_pradesh,wasting,9.8,8.1
Andhra Pradesh,Guntur,guntur_andhra_pradesh,underweight,29.1,26.9
Andhra Pradesh,Guntur,guntur_andhra_pradesh,overweight,3.9,3.6
Andhra Pradesh,Krishna,krishna_andhra_pradesh,stunting,22.6,29.8
Andhra Pradesh,Krishna,krishna_andhra_pradesh,wasting,5.1,5.2
Andhra Pradesh,Krishna,krishna_andhra_pradesh,underweight,27.7,21.1
Andhra Pradesh,Krishna,krishna_andhra_pradesh,overweight,1.8,4.2
Andhra Pradesh,Kurnool,kurnool_andhra_pradesh,stunting,44.1,50.5
Andhra Pradesh,Kurnool,kurnool_andhra_pradesh,wasting,4.7,6
Andhra Pradesh,Kurnool,kurnool_andhra_pradesh,underweight,37.5,46.3
Andhra Pradesh,Kurnool,kurnool_andhra_pradesh,overweight,0.6,1.1
Andhra Pradesh,Prakasam,prakasam_andhra_pradesh,stunting,28.2,22.6
Andhra Pradesh,Prakasam,prakasam_andhra_pradesh,wasting,3.6,3.3
Andhra Pradesh,Prakasam,prakasam_andhra_pradesh,underweight,30.3,24.7
Andhra Pradesh,Prakasam,prakasam_andhra_pradesh,overweight,0.8,5.1
Andhra Pradesh,Srikakulam,srikakulam_andhra_pradesh,stunting,28,19.7
Andhra Pradesh,Srikakulam,srikakulam_andhra_pradesh,wasting,3.9,7.4
Andhra Pradesh,Srikakulam,srikakulam_andhra_pradesh,underweight,28.7,21.4
Andhra Pradesh,Srikakulam,srikakulam_andhra_pradesh,overweight,1,4.5
Andhra Pradesh,Sri Potti Sriramulu Nellore,sri_potti_sriramulu_nellore_andhra_pradesh,stunting,29.4,29.2
Andhra Pradesh,Sri Potti Sriramulu Nellore,sri_potti_sriramulu_nellore_andhra_pradesh,wasting,4.3,6.9
Andhra Pradesh,Sri Potti Sriramulu Nellore,sri_potti_sriramulu_nellore_andhra_pradesh,underweight,28.7,27.8
Andhra Pradesh,Sri Potti Sriramulu Nellore,sri_potti_sriramulu_nellore_andhra_pradesh,overweight,1.5,0.5
Andhra Pradesh,Visakhapatnam,visakhapatnam_andhra_pradesh,stunting,30.1,31
Andhra Pradesh,Visakhapatnam,visakhapatnam_andhra_pradesh,wasting,1.5,11.2
Andhra Pradesh,Visakhapatnam,visakhapatnam_andhra_pradesh,underweight,33.1,33.5
Andhra Pradesh,Visakhapatnam,visakhapatnam_andhra_pradesh,overweight,0,4.8
Andhra Pradesh,Vizianagaram,vizianagaram_andhra_pradesh,stunting,36.8,36.4
Andhra Pradesh,Vizianagaram,vizianagaram_andhra_pradesh,wasting,4.7,8.3
Andhra Pradesh,Vizianagaram,vizianagaram_andhra_pradesh,underweight,34.4,32.2
Andhra Pradesh,Vizianagaram,vizianagaram_andhra_pradesh,overweight,0.5,4.7
Andhra Pradesh,West Godavari,west_godavari_andhra_pradesh,stunting,28.5,31.4
Andhra Pradesh,West Godavari,west_godavari_andhra_pradesh,wasting,3.2,4.7
Andhra Pradesh,West Godavari,west_godavari_andhra_pradesh,underweight,30.1,22.5
Andhra Pradesh,West Godavari,west_godavari_andhra_pradesh,overweight,0.6,5.2
Andhra Pradesh,Y.S.R.,y_s_r_andhra_pradesh,stunting,36.3,34.4
Andhra Pradesh,Y.S.R.,y_s_r_andhra_pradesh,wasting,5.8,4.2
Andhra Pradesh,Y.S.R.,y_s_r_andhra_pradesh,underweight,34.4,26.7
Andhra Pradesh,Y.S.R.,y_s_r_andhra_pradesh,overweight,1.4,0.2
Arunachal Pradesh,Anjaw,anjaw_arunachal_pradesh,stunting,21,23.6
Arunachal Pradesh,Anjaw,anjaw_arunachal_pradesh,wasting,10.1,7.5
Arunachal Pradesh,Anjaw,anjaw_arunachal_pradesh,underweight,10.4,16
Arunachal Pradesh,Anjaw,anjaw_arunachal_pradesh,overweight,4.9,2.9
Arunachal Pradesh,Changlang,changlang_arunachal_pradesh,stunting,23.5,26.3
Arunachal Pradesh,Changlang,changlang_arunachal_pradesh,wasting,6.3,8.3
Arunachal Pradesh,Changlang,changlang_arunachal_pradesh,underweight,20.1,25
Arunachal Pradesh,Changlang,changlang_arunachal_pradesh,overweight,1.3,3.9
Arunachal Pradesh,Dibang Valley,dibang_valley_arunachal_pradesh,stunting,36.3,16.9
Arunachal Pradesh,Dibang Valley,dibang_valley_arunachal_pradesh,wasting,5.6,7.8
Arunachal Pradesh,Dibang Valley,dibang_valley_arunachal_pradesh,underweight,14.5,16
Arunachal Pradesh,Dibang Valley,dibang_valley_arunachal_pradesh,overweight,7.6,4.6
Arunachal Pradesh,East Kameng,east_kameng_arunachal_pradesh,stunting,42,35.7
Arunachal Pradesh,East Kameng,east_kameng_arunachal_pradesh,wasting,6.8,8.5
Arunachal Pradesh,East Kameng,east_kameng_arunachal_pradesh,underweight,20.5,14.2
Arunachal Pradesh,East Kameng,east_kameng_arunachal_pradesh,overweight,5.5,10.2
Arunachal Pradesh,East Siang,east_siang_arunachal_pradesh,stunting,29.4,24.6
Arunachal Pradesh,East Siang,east_siang_arunachal_pradesh,wasting,8,4.2
Arunachal Pradesh,East Siang,east_siang_arunachal_pradesh,underweight,19.4,10.3
Arunachal Pradesh,East Siang,east_siang_arunachal_pradesh,overweight,4.9,9
Arunachal Pradesh,Kra Daadi,kra_daadi_arunachal_pradesh,stunting,29.4,28.8
Arunachal Pradesh,Kra Daadi,kra_daadi_arunachal_pradesh,wasting,8,5.7
Arunachal Pradesh,Kra Daadi,kra_daadi_arunachal_pradesh,underweight,19.4,14.5
Arunachal Pradesh,Kra Daadi,kra_daadi_arunachal_pradesh,overweight,4.9,20.2
Arunachal Pradesh,Kurung Kumey,kurung_kumey_arunachal_pradesh,stunting,29.4,29.2
Arunachal Pradesh,Kurung Kumey,kurung_kumey_arunachal_pradesh,wasting,8,5.3
Arunachal Pradesh,Kurung Kumey,kurung_kumey_arunachal_pradesh,underweight,19.4,13.9
Arunachal Pradesh,Kurung Kumey,kurung_kumey_arunachal_pradesh,overweight,4.9,5.8
Arunachal Pradesh,Lohit,lohit_arunachal_pradesh,stunting,29.4,24.5
Arunachal Pradesh,Lohit,lohit_arunachal_pradesh,wasting,8,4.9
Arunachal Pradesh,Lohit,lohit_arunachal_pradesh,underweight,19.4,12.9
Arunachal Pradesh,Lohit,lohit_arunachal_pradesh,overweight,4.9,7.6
Arunachal Pradesh,Longding,longding_arunachal_pradesh,stunting,29.4,15.8
Arunachal Pradesh,Longding,longding_arunachal_pradesh,wasting,8,14.2
Arunachal Pradesh,Longding,longding_arunachal_pradesh,underweight,19.4,13.8
Arunachal Pradesh,Longding,longding_arunachal_pradesh,overweight,4.9,4.2
Arunachal Pradesh,Lower Dibang Valley,lower_dibang_valley_arunachal_pradesh,stunting,22.3,14.3
Arunachal Pradesh,Lower Dibang Valley,lower_dibang_valley_arunachal_pradesh,wasting,12.4,2.9
Arunachal Pradesh,Lower Dibang Valley,lower_dibang_valley_arunachal_pradesh,underweight,15.4,9.7
Arunachal Pradesh,Lower Dibang Valley,lower_dibang_valley_arunachal_pradesh,overweight,6.5,5
Arunachal Pradesh,Lower Subansiri,lower_subansiri_arunachal_pradesh,stunting,35.1,30.7
Arunachal Pradesh,Lower Subansiri,lower_subansiri_arunachal_pradesh,wasting,13.4,5.9
Arunachal Pradesh,Lower Subansiri,lower_subansiri_arunachal_pradesh,underweight,21.8,8.1
Arunachal Pradesh,Lower Subansiri,lower_subansiri_arunachal_pradesh,overweight,9.1,14.4
Arunachal Pradesh,Namsai,namsai_arunachal_pradesh,stunting,29.4,28.7
Arunachal Pradesh,Namsai,namsai_arunachal_pradesh,wasting,8,4.2
Arunachal Pradesh,Namsai,namsai_arunachal_pradesh,underweight,19.4,17.7
Arunachal Pradesh,Namsai,namsai_arunachal_pradesh,overweight,4.9,6.2
Arunachal Pradesh,Papum Pare,papum_pare_arunachal_pradesh,stunting,25.3,29.7
Arunachal Pradesh,Papum Pare,papum_pare_arunachal_pradesh,wasting,2.8,5
Arunachal Pradesh,Papum Pare,papum_pare_arunachal_pradesh,underweight,11.6,15.6
Arunachal Pradesh,Papum Pare,papum_pare_arunachal_pradesh,overweight,5,9.1
Arunachal Pradesh,Siang,siang_arunachal_pradesh,stunting,29.4,21.3
Arunachal Pradesh,Siang,siang_arunachal_pradesh,wasting,8,7
Arunachal Pradesh,Siang,siang_arunachal_pradesh,underweight,19.4,8.8
Arunachal Pradesh,Siang,siang_arunachal_pradesh,overweight,4.9,13
Arunachal Pradesh,Tawang,tawang_arunachal_pradesh,stunting,20.5,30.4
Arunachal Pradesh,Tawang,tawang_arunachal_pradesh,wasting,6.1,1.9
Arunachal Pradesh,Tawang,tawang_arunachal_pradesh,underweight,8.1,9
Arunachal Pradesh,Tawang,tawang_arunachal_pradesh,overweight,11.9,21.1
Arunachal Pradesh,Tirap,tirap_arunachal_pradesh,stunting,29.4,38.6
Arunachal Pradesh,Tirap,tirap_arunachal_pradesh,wasting,8,7.3
Arunachal Pradesh,Tirap,tirap_arunachal_pradesh,underweight,19.4,16
Arunachal Pradesh,Tirap,tirap_arunachal_pradesh,overweight,4.9,11.7
Arunachal Pradesh,Upper Siang,upper_siang_arunachal_pradesh,stunting,24.6,30.4
Arunachal Pradesh,Upper Siang,upper_siang_arunachal_pradesh,wasting,15.9,5
Arunachal Pradesh,Upper Siang,upper_siang_arunachal_pradesh,underweight,21.5,12
Arunachal Pradesh,Upper Siang,upper_siang_arunachal_pradesh,overweight,5.9,13.5
Arunachal Pradesh,Upper Subansiri,upper_subansiri_arunachal_pradesh,stunting,28.3,36.8
Arunachal Pradesh,Upper Subansiri,upper_subansiri_arunachal_pradesh,wasting,5.1,8.1
Arunachal Pradesh,Upper Subansiri,upper_subansiri_arunachal_pradesh,underweight,12.2,19.2
Arunachal Pradesh,Upper Subansiri,upper_subansiri_arunachal_pradesh,overweight,7.2,9
Arunachal Pradesh,West Kameng,west_kameng_arunachal_pradesh,stunting,27.3,24.2
Arunachal Pradesh,West Kameng,west_kameng_arunachal_pradesh,wasting,4.4,11.9
Arunachal Pradesh,West Kameng,west_kameng_arunachal_pradesh,underweight,11.6,13.4
Arunachal Pradesh,West Kameng,west_kameng_arunachal_pradesh,overweight,4.7,15.5
Arunachal Pradesh,West Siang,west_siang_arunachal_pradesh,stunting,29.4,24.5
Arunachal Pradesh,West Siang,west_siang_arunachal_pradesh,wasting,8,8.1
Arunachal Pradesh,West Siang,west_siang_arunachal_pradesh,underweight,19.4,16.2
Arunachal Pradesh,West Siang,west_siang_arunachal_pradesh,overweight,4.9,14.9
Assam,Baksa,baksa_assam,stunting,32.4,41.2
Assam,Baksa,baksa_assam,wasting,2.7,6.2
Assam,Baksa,baksa_assam,underweight,22.4,34
Assam,Baksa,baksa_assam,overweight,2.3,8.6
Assam,Barpeta,barpeta_assam,stunting,41.7,29.8
Assam,Barpeta,barpeta_assam,wasting,5.8,7.5
Assam,Barpeta,barpeta_assam,underweight,33.1,26.2
Assam,Barpeta,barpeta_assam,overweight,1.9,6.1
Assam,Biswanath,biswanath_assam,stunting,36.4,42.7
Assam,Biswanath,biswanath_assam,wasting,6.2,13.7
Assam,Biswanath,biswanath_assam,underweight,29.8,41
Assam,Biswanath,biswanath_assam,overweight,2.3,3.3
Assam,Bongaigaon,bongaigaon_assam,stunting,39.1,46.2
Assam,Bongaigaon,bongaigaon_assam,wasting,12.7,7.4
Assam,Bongaigaon,bongaigaon_assam,underweight,32.9,35.3
Assam,Bongaigaon,bongaigaon_assam,overweight,6.1,8.8
Assam,Cachar,cachar_assam,stunting,36.3,28.7
Assam,Cachar,cachar_assam,wasting,11.3,12.5
Assam,Cachar,cachar_assam,underweight,36.3,38.2
Assam,Cachar,cachar_assam,overweight,4,3.3
Assam,Charaideo,charaideo_assam,stunting,36.4,39
Assam,Charaideo,charaideo_assam,wasting,6.2,7.3
Assam,Charaideo,charaideo_assam,underweight,29.8,34.8
Assam,Charaideo,charaideo_assam,overweight,2.3,4
Assam,Chirang,chirang_assam,stunting,40.1,42.7
Assam,Chirang,chirang_assam,wasting,4.4,8.5
Assam,Chirang,chirang_assam,underweight,24.7,39.7
Assam,Chirang,chirang_assam,overweight,2.5,4.5
Assam,Darrang,darrang_assam,stunting,43.5,42
Assam,Darrang,darrang_assam,wasting,5.3,9.1
Assam,Darrang,darrang_assam,underweight,37.9,33.1
Assam,Darrang,darrang_assam,overweight,3,5.6
Assam,Dhemaji,dhemaji_assam,stunting,35.5,37.2
Assam,Dhemaji,dhemaji_assam,wasting,0.8,10.1
Assam,Dhemaji,dhemaji_assam,underweight,15.8,25.7
Assam,Dhemaji,dhemaji_assam,overweight,0.5,3.5
Assam,Dhubri,dhubri_assam,stunting,36.4,48.5
Assam,Dhubri,dhubri_assam,wasting,6.2,6.7
Assam,Dhubri,dhubri_assam,underweight,29.8,37.8
Assam,Dhubri,dhubri_assam,overweight,2.3,6
Assam,Dibrugarh,dibrugarh_assam,stunting,33.3,27.3
Assam,Dibrugarh,dibrugarh_assam,wasting,8.2,8.4
Assam,Dibrugarh,dibrugarh_assam,underweight,33,32
Assam,Dibrugarh,dibrugarh_assam,overweight,3.3,2
Assam,Dima Hasao,dima_hasao_assam,stunting,34.7,30.6
Assam,Dima Hasao,dima_hasao_assam,wasting,1.3,11.3
Assam,Dima Hasao,dima_hasao_assam,underweight,18.2,21.7
Assam,Dima Hasao,dima_hasao_assam,overweight,1.5,12.5
Assam,Goalpara,goalpara_assam,stunting,42.7,38.9
Assam,Goalpara,goalpara_assam,wasting,8.9,14.3
Assam,Goalpara,goalpara_assam,underweight,39.5,35.4
Assam,Goalpara,goalpara_assam,overweight,2.6,5.4
Assam,Golaghat,golaghat_assam,stunting,32.6,26.3
Assam,Golaghat,golaghat_assam,wasting,6.5,5.4
Assam,Golaghat,golaghat_assam,underweight,20.2,25.5
Assam,Golaghat,golaghat_assam,overweight,3.7,2.4
Assam,Hailakandi,hailakandi_assam,stunting,38.1,42.9
Assam,Hailakandi,hailakandi_assam,wasting,6.3,8.2
Assam,Hailakandi,hailakandi_assam,underweight,32.5,42.4
Assam,Hailakandi,hailakandi_assam,overweight,1.6,2
Assam,Hojai,hojai_assam,stunting,36.4,39.3
Assam,Hojai,hojai_assam,wasting,6.2,4.6
Assam,Hojai,hojai_assam,underweight,29.8,28.4
Assam,Hojai,hojai_assam,overweight,2.3,6
Assam,Jorhat,jorhat_assam,stunting,36.4,38.7
Assam,Jorhat,jorhat_assam,wasting,6.2,5.1
Assam,Jorhat,jorhat_assam,underweight,29.8,33.2
Assam,Jorhat,jorhat_assam,overweight,2.3,5.4
Assam,Kamrup,kamrup_assam,stunting,33.3,22.6
Assam,Kamrup,kamrup_assam,wasting,5.3,5.3
Assam,Kamrup,kamrup_assam,underweight,29.6,19.7
Assam,Kamrup,kamrup_assam,overweight,0.7,7.5
Assam,Kamrup Metropolitan,kamrup_metropolitan_assam,stunting,24.6,25.4
Assam,Kamrup Metropolitan,kamrup_metropolitan_assam,wasting,2.4,7.3
Assam,Kamrup Metropolitan,kamrup_metropolitan_assam,underweight,23.2,25
Assam,Kamrup Metropolitan,kamrup_metropolitan_assam,overweight,2,8.7
Assam,Karbi Anglong,karbi_anglong_assam,stunting,36.4,31.6
Assam,Karbi Anglong,karbi_anglong_assam,wasting,6.2,8.7
Assam,Karbi Anglong,karbi_anglong_assam,underweight,29.8,28.2
Assam,Karbi Anglong,karbi_anglong_assam,overweight,2.3,4.3
Assam,Karimganj,karimganj_assam,stunting,42.3,29.1
Assam,Karimganj,karimganj_assam,wasting,6.1,30.5
Assam,Karimganj,karimganj_assam,underweight,35.6,52.9
Assam,Karimganj,karimganj_assam,overweight,1.8,1
Assam,Kokrajhar,kokrajhar_assam,stunting,30.6,34.6
Assam,Kokrajhar,kokrajhar_assam,wasting,6.1,8.9
Assam,Kokrajhar,kokrajhar_assam,underweight,27.1,35.2
Assam,Kokrajhar,kokrajhar_assam,overweight,1.4,4.3
Assam,Lakhimpur,lakhimpur_assam,stunting,29.3,38.5
Assam,Lakhimpur,lakhimpur_assam,wasting,4.4,7.5
Assam,Lakhimpur,lakhimpur_assam,underweight,24.2,34.4
Assam,Lakhimpur,lakhimpur_assam,overweight,0.8,2.3
Assam,Majuli,majuli_assam,stunting,36.4,35.4
Assam,Majuli,majuli_assam,wasting,6.2,3.9
Assam,Majuli,majuli_assam,underweight,29.8,22.2
Assam,Majuli,majuli_assam,overweight,2.3,3.8
Assam,Morigaon,morigaon_assam,stunting,38.4,43.2
Assam,Morigaon,morigaon_assam,wasting,0.9,7.5
Assam,Morigaon,morigaon_assam,underweight,25.8,30.5
Assam,Morigaon,morigaon_assam,overweight,1,4.3
Assam,Nagaon,nagaon_assam,stunting,36.4,38.9
Assam,Nagaon,nagaon_assam,wasting,6.2,5.2
Assam,Nagaon,nagaon_assam,underweight,29.8,32.4
Assam,Nagaon,nagaon_assam,overweight,2.3,7.4
Assam,Nalbari,nalbari_assam,stunting,26.8,27.5
Assam,Nalbari,nalbari_assam,wasting,6.2,4.9
Assam,Nalbari,nalbari_assam,underweight,20,26.7
Assam,Nalbari,nalbari_assam,overweight,1.8,4.6
Assam,Sivasagar,sivasagar_assam,stunting,36.4,26.1
Assam,Sivasagar,sivasagar_assam,wasting,6.2,6.1
Assam,Sivasagar,sivasagar_assam,underweight,29.8,25.9
Assam,Sivasagar,sivasagar_assam,overweight,2.3,3.5
Assam,Sonitpur,sonitpur_assam,stunting,36.4,36.7
Assam,Sonitpur,sonitpur_assam,wasting,6.2,4.5
Assam,Sonitpur,sonitpur_assam,underweight,29.8,21.9
Assam,Sonitpur,sonitpur_assam,overweight,2.3,3.2
Assam,South Salmara Mancachar,south_salmara_mancachar_assam,stunting,36.4,38.9
Assam,South Salmara Mancachar,south_salmara_mancachar_assam,wasting,6.2,7.1
Assam,South Salmara Mancachar,south_salmara_mancachar_assam,underweight,29.8,27.9
Assam,South Salmara Mancachar,south_salmara_mancachar_assam,overweight,2.3,5.9
Assam,Tinsukia,tinsukia_assam,stunting,36,32.8
Assam,Tinsukia,tinsukia_assam,wasting,2.2,9.4
Assam,Tinsukia,tinsukia_assam,underweight,32.7,32.2
Assam,Tinsukia,tinsukia_assam,overweight,2.8,2.7
Assam,Udalguri,udalguri_assam,stunting,39.1,33.8
Assam,Udalguri,udalguri_assam,wasting,8.1,11.6
Assam,Udalguri,udalguri_assam,underweight,31.8,32.5
Assam,Udalguri,udalguri_assam,overweight,4,5.2
Assam,West Karbi Anglong,west_karbi_anglong_assam,stunting,36.4,40.9
Assam,West Karbi Anglong,west_karbi_anglong_assam,wasting,6.2,12.7
Assam,West Karbi Anglong,west_karbi_anglong_assam,underweight,29.8,31.1
Assam,West Karbi Anglong,west_karbi_anglong_assam,overweight,2.3,3.9
Bihar,Araria,araria_bihar,stunting,48.4,49.9
Bihar,Araria,araria_bihar,wasting,7.2,5.2
Bihar,Araria,araria_bihar,underweight,45.4,47.8
Bihar,Araria,araria_bihar,overweight,0.5,3
Bihar,Arwal,arwal_bihar,stunting,50.2,45.6
Bihar,Arwal,arwal_bihar,wasting,16.4,14.8
Bihar,Arwal,arwal_bihar,underweight,54,52.9
Bihar,Arwal,arwal_bihar,overweight,1,2.9
Bihar,Aurangabad,aurangabad_bihar,stunting,48.3,41.2
Bihar,Aurangabad,aurangabad_bihar,wasting,7.2,18.5
Bihar,Aurangabad,aurangabad_bihar,underweight,47.6,48.7
Bihar,Aurangabad,aurangabad_bihar,overweight,1,4.7
Bihar,Banka,banka_bihar,stunting,49.6,46.7
Bihar,Banka,banka_bihar,wasting,9.3,11
Bihar,Banka,banka_bihar,underweight,48.5,45.8
Bihar,Banka,banka_bihar,overweight,1.3,5.2
Bihar,Begusarai,begusarai_bihar,stunting,44.9,37.8
Bihar,Begusarai,begusarai_bihar,wasting,5.8,8.8
Bihar,Begusarai,begusarai_bihar,underweight,39.1,35.6
Bihar,Begusarai,begusarai_bihar,overweight,1.1,4
Bihar,Bhagalpur,bhagalpur_bihar,stunting,46.6,40
Bihar,Bhagalpur,bhagalpur_bihar,wasting,7.8,8.3
Bihar,Bhagalpur,bhagalpur_bihar,underweight,40.8,40.4
Bihar,Bhagalpur,bhagalpur_bihar,overweight,1.4,2.8
Bihar,Bhojpur,bhojpur_bihar,stunting,43.5,40.7
Bihar,Bhojpur,bhojpur_bihar,wasting,12.3,13
Bihar,Bhojpur,bhojpur_bihar,underweight,47.2,44
Bihar,Bhojpur,bhojpur_bihar,overweight,0.8,2.2
Bihar,Buxar,buxar_bihar,stunting,43.9,39.6
Bihar,Buxar,buxar_bihar,wasting,5.7,15.1
Bihar,Buxar,buxar_bihar,underweight,41.2,45.3
Bihar,Buxar,buxar_bihar,overweight,1.2,4.9
Bihar,Darbhanga,darbhanga_bihar,stunting,49,45.4
Bihar,Darbhanga,darbhanga_bihar,wasting,4.9,6.4
Bihar,Darbhanga,darbhanga_bihar,underweight,41.1,39.2
Bihar,Darbhanga,darbhanga_bihar,overweight,2.1,1.5
Bihar,Gaya,gaya_bihar,stunting,52.9,47.4
Bihar,Gaya,gaya_bihar,wasting,7.6,9.3
Bihar,Gaya,gaya_bihar,underweight,53.1,43.5
Bihar,Gaya,gaya_bihar,overweight,0.9,3.7
Bihar,Gopalganj,gopalganj_bihar,stunting,35.6,34.2
Bihar,Gopalganj,gopalganj_bihar,wasting,5.4,9.8
Bihar,Gopalganj,gopalganj_bihar,underweight,30.5,29.2
Bihar,Gopalganj,gopalganj_bihar,overweight,1,3.5
Bihar,Jamui,jamui_bihar,stunting,45.9,43
Bihar,Jamui,jamui_bihar,wasting,10.9,8.8
Bihar,Jamui,jamui_bihar,underweight,47.2,37.5
Bihar,Jamui,jamui_bihar,overweight,1.3,1.7
Bihar,Jehanabad,jehanabad_bihar,stunting,52.1,41.3
Bihar,Jehanabad,jehanabad_bihar,wasting,8.5,15.2
Bihar,Jehanabad,jehanabad_bihar,underweight,47.1,51.7
Bihar,Jehanabad,jehanabad_bihar,overweight,0.8,1.8
Bihar,Kaimur (Bhabua),kaimur_bhabua_bihar,stunting,53.8,44.1
Bihar,Kaimur (Bhabua),kaimur_bhabua_bihar,wasting,6.9,15.9
Bihar,Kaimur (Bhabua),kaimur_bhabua_bihar,underweight,48.1,47.2
Bihar,Kaimur (Bhabua),kaimur_bhabua_bihar,overweight,1.6,2.5
Bihar,Katihar,katihar_bihar,stunting,49.2,43.9
Bihar,Katihar,katihar_bihar,wasting,6.1,8.7
Bihar,Katihar,katihar_bihar,underweight,45.1,48.1
Bihar,Katihar,katihar_bihar,overweight,1.2,1.4
Bihar,Khagaria,khagaria_bihar,stunting,49.8,34.8
Bihar,Khagaria,khagaria_bihar,wasting,6.6,9.3
Bihar,Khagaria,khagaria_bihar,underweight,42.4,36.4
Bihar,Khagaria,khagaria_bihar,overweight,1.7,1.4
Bihar,Kishanganj,kishanganj_bihar,stunting,46.9,38.8
Bihar,Kishanganj,kishanganj_bihar,wasting,9.2,7.6
Bihar,Kishanganj,kishanganj_bihar,underweight,45.4,41.1
Bihar,Kishanganj,kishanganj_bihar,overweight,1.4,1.5
Bihar,Lakhisarai,lakhisarai_bihar,stunting,50.6,42.7
Bihar,Lakhisarai,lakhisarai_bihar,wasting,6.4,10.4
Bihar,Lakhisarai,lakhisarai_bihar,underweight,47.3,45.1
Bihar,Lakhisarai,lakhisarai_bihar,overweight,1.1,1.4
Bihar,Madhepura,madhepura_bihar,stunting,51.8,46.3
Bihar,Madhepura,madhepura_bihar,wasting,9.1,6.2
Bihar,Madhepura,madhepura_bihar,underweight,49.2,43.5
Bihar,Madhepura,madhepura_bihar,overweight,1.6,1.5
Bihar,Madhubani,madhubani_bihar,stunting,51.8,43.3
Bihar,Madhubani,madhubani_bihar,wasting,6.3,6
Bihar,Madhubani,madhubani_bihar,underweight,45.4,36
Bihar,Madhubani,madhubani_bihar,overweight,2.1,2
Bihar,Munger,munger_bihar,stunting,46.6,35.5
Bihar,Munger,munger_bihar,wasting,5.6,9.1
Bihar,Munger,munger_bihar,underweight,43.7,39.5
Bihar,Munger,munger_bihar,overweight,1.6,2.4
Bihar,Muzaffarpur,muzaffarpur_bihar,stunting,47.9,42.6
Bihar,Muzaffarpur,muzaffarpur_bihar,wasting,5.6,8.1
Bihar,Muzaffarpur,muzaffarpur_bihar,underweight,42.3,34.7
Bihar,Muzaffarpur,muzaffarpur_bihar,overweight,0.4,1.9
Bihar,Nalanda,nalanda_bihar,stunting,54.1,42.6
Bihar,Nalanda,nalanda_bihar,wasting,6.9,12.1
Bihar,Nalanda,nalanda_bihar,underweight,50.2,46.7
Bihar,Nalanda,nalanda_bihar,overweight,0.5,1.8
Bihar,Nawada,nawada_bihar,stunting,48.4,49.4
Bihar,Nawada,nawada_bihar,wasting,6.9,9.1
Bihar,Nawada,nawada_bihar,underweight,45.9,37.3
Bihar,Nawada,nawada_bihar,overweight,1.4,1.1
Bihar,Pashchim Champaran,pashchim_champaran_bihar,stunting,43.6,43.5
Bihar,Pashchim Champaran,pashchim_champaran_bihar,wasting,7.1,5.4
Bihar,Pashchim Champaran,pashchim_champaran_bihar,underweight,39.1,30.3
Bihar,Pashchim Champaran,pashchim_champaran_bihar,overweight,1.2,2.4
Bihar,Patna,patna_bihar,stunting,43.5,34.5
Bihar,Patna,patna_bihar,wasting,11.5,10.6
Bihar,Patna,patna_bihar,underweight,43.3,39.6
