state,district,district_unique,indicator,nfhs4,nfhs5
Tamil Nadu,Theni,theni_tamil_nadu,overweight,2,4.2
Tamil Nadu,The Nilgiris,the_nilgiris_tamil_nadu,stunting,33.1,26.7
Tamil Nadu,The Nilgiris,the_nilgiris_tamil_nadu,wasting,17.1,7.7
Tamil Nadu,The Nilgiris,the_nilgiris_tamil_nadu,underweight,30.7,23.2
Tamil Nadu,The Nilgiris,the_nilgiris_tamil_nadu,overweight,5,8.5
Tamil Nadu,Thiruvallur,thiruvallur_tamil_nadu,stunting,30.1,18.1
Tamil Nadu,Thiruvallur,thiruvallur_tamil_nadu,wasting,10.7,3.6
Tamil Nadu,Thiruvallur,thiruvallur_tamil_nadu,underweight,26.6,20.6
Tamil Nadu,Thiruvallur,thiruvallur_tamil_nadu,overweight,3.1,2.1
Tamil Nadu,Thiruvarur,thiruvarur_tamil_nadu,stunting,28.4,19.8
Tamil Nadu,Thiruvarur,thiruvarur_tamil_nadu,wasting,6.7,6.8
Tamil Nadu,Thiruvarur,thiruvarur_tamil_nadu,underweight,29.6,21.5
Tamil Nadu,Thiruvarur,thiruvarur_tamil_nadu,overweight,3.7,3
Tamil Nadu,Thoothukkudi,thoothukkudi_tamil_nadu,stunting,21.2,20.3
Tamil Nadu,Thoothukkudi,thoothukkudi_tamil_nadu,wasting,5,7.7
Tamil Nadu,Thoothukkudi,thoothukkudi_tamil_nadu,underweight,17.6,21
Tamil Nadu,Thoothukkudi,thoothukkudi_tamil_nadu,overweight,2.7,6.7
Tamil Nadu,Tiruchirappalli,tiruchirappalli_tamil_nadu,stunting,30,27.6
Tamil Nadu,Tiruchirappalli,tiruchirappalli_tamil_nadu,wasting,8.2,8.6
Tamil Nadu,Tiruchirappalli,tiruchirappalli_tamil_nadu,underweight,27.6,27.4
Tamil Nadu,Tiruchirappalli,tiruchirappalli_tamil_nadu,overweight,2.6,3.1
Tamil Nadu,Tirunelveli,tirunelveli_tamil_nadu,stunting,30.8,29.4
Tamil Nadu,Tirunelveli,tirunelveli_tamil_nadu,wasting,3.3,3.1
Tamil Nadu,Tirunelveli,tirunelveli_tamil_nadu,underweight,22.7,22.7
Tamil Nadu,Tirunelveli,tirunelveli_tamil_nadu,overweight,1.3,3.7
Tamil Nadu,Tiruppur,tiruppur_tamil_nadu,stunting,29.4,21.5
Tamil Nadu,Tiruppur,tiruppur_tamil_nadu,wasting,10,10.3
Tamil Nadu,Tiruppur,tiruppur_tamil_nadu,underweight,24.9,23.1
Tamil Nadu,Tiruppur,tiruppur_tamil_nadu,overweight,3.1,6.2
Tamil Nadu,Tiruvannamalai,tiruvannamalai_tamil_nadu,stunting,24.5,30.6
Tamil Nadu,Tiruvannamalai,tiruvannamalai_tamil_nadu,wasting,18.7,4
Tamil Nadu,Tiruvannamalai,tiruvannamalai_tamil_nadu,underweight,34.7,25
Tamil Nadu,Tiruvannamalai,tiruvannamalai_tamil_nadu,overweight,2.8,3.3
Tamil Nadu,Vellore,vellore_tamil_nadu,stunting,29,29.8
Tamil Nadu,Vellore,vellore_tamil_nadu,wasting,12,2.5
Tamil Nadu,Vellore,vellore_tamil_nadu,underweight,32.6,19.7
Tamil Nadu,Vellore,vellore_tamil_nadu,overweight,2.3,4.2
Tamil Nadu,Viluppuram,viluppuram_tamil_nadu,stunting,31.8,23.9
Tamil Nadu,Viluppuram,viluppuram_tamil_nadu,wasting,3,3.4
Tamil Nadu,Viluppuram,viluppuram_tamil_nadu,underweight,28.6,20.5
Tamil Nadu,Viluppuram,viluppuram_tamil_nadu,overweight,2.8,0
Tamil Nadu,Virudhunagar,virudhunagar_tamil_nadu,stunting,29.9,29.2
Tamil Nadu,Virudhunagar,virudhunagar_tamil_nadu,wasting,4.4,7.6
Tamil Nadu,Virudhunagar,virudhunagar_tamil_nadu,underweight,25.7,23.7
Tamil Nadu,Virudhunagar,virudhunagar_tamil_nadu,overweight,1.2,6.8
Tripura,Dhalai,dhalai_tripura,stunting,32.5,45.7
Tripura,Dhalai,dhalai_tripura,wasting,12.1,7.7
Tripura,Dhalai,dhalai_tripura,underweight,27.2,27.6
Tripura,Dhalai,dhalai_tripura,overweight,3.2,13.1
Tripura,Gomati,gomati_tripura,stunting,24.3,22.7
Tripura,Gomati,gomati_tripura,wasting,6.3,11.2
Tripura,Gomati,gomati_tripura,underweight,24.1,29
Tripura,Gomati,gomati_tripura,overweight,3,3.4
Tripura,Khowai,khowai_tripura,stunting,24.3,47
Tripura,Khowai,khowai_tripura,wasting,6.3,6.2
Tripura,Khowai,khowai_tripura,underweight,24.1,24.7
Tripura,Khowai,khowai_tripura,overweight,3,8.1
Tripura,North Tripura,north_tripura_tripura,stunting,24.3,26.2
Tripura,North Tripura,north_tripura_tripura,wasting,6.3,18.1
Tripura,North Tripura,north_tripura_tripura,underweight,24.1,32.2
Tripura,North Tripura,north_tripura_tripura,overweight,3,9
Tripura,Sepahijala,sepahijala_tripura,stunting,24.3,34.5
Tripura,Sepahijala,sepahijala_tripura,wasting,6.3,6.7
Tripura,Sepahijala,sepahijala_tripura,underweight,24.1,21
Tripura,Sepahijala,sepahijala_tripura,overweight,3,12.4
Tripura,South Tripura,south_tripura_tripura,stunting,24.3,25.5
Tripura,South Tripura,south_tripura_tripura,wasting,6.3,5.2
Tripura,South Tripura,south_tripura_tripura,underweight,24.1,21.6
Tripura,South Tripura,south_tripura_tripura,overweight,3,5
Tripura,Unakoti,unakoti_tripura,stunting,24.3,31.8
Tripura,Unakoti,unakoti_tripura,wasting,6.3,4
Tripura,Unakoti,unakoti_tripura,underweight,24.1,32
Tripura,Unakoti,unakoti_tripura,overweight,3,1.9
Tripura,West Tripura,west_tripura_tripura,stunting,24.3,30.3
Tripura,West Tripura,west_tripura_tripura,wasting,6.3,2.1
Tripura,West Tripura,west_tripura_tripura,underweight,24.1,21.2
Tripura,West Tripura,west_tripura_tripura,overweight,3,8.7
Uttar Pradesh,Agra,agra_uttar_pradesh,stunting,44.7,35.9
Uttar Pradesh,Agra,agra_uttar_pradesh,wasting,5.2,4.6
Uttar Pradesh,Agra,agra_uttar_pradesh,underweight,34.8,26.2
Uttar Pradesh,Agra,agra_uttar_pradesh,overweight,1.2,3.4
Uttar Pradesh,Aligarh,aligarh_uttar_pradesh,stunting,49.1,35
Uttar Pradesh,Aligarh,aligarh_uttar_pradesh,wasting,3.2,4
Uttar Pradesh,Aligarh,aligarh_uttar_pradesh,underweight,38.2,26.3
Uttar Pradesh,Aligarh,aligarh_uttar_pradesh,overweight,0.8,2
Uttar Pradesh,Ambedkar Nagar,ambedkar_nagar_uttar_pradesh,stunting,43,31.1
Uttar Pradesh,Ambedkar Nagar,ambedkar_nagar_uttar_pradesh,wasting,7.4,3.9
Uttar Pradesh,Ambedkar Nagar,ambedkar_nagar_uttar_pradesh,underweight,41,29.2
Uttar Pradesh,Ambedkar Nagar,ambedkar_nagar_uttar_pradesh,overweight,0.9,1.9
Uttar Pradesh,Amethi,amethi_uttar_pradesh,stunting,46.3,35.8
Uttar Pradesh,Amethi,amethi_uttar_pradesh,wasting,6,5.1
Uttar Pradesh,Amethi,amethi_uttar_pradesh,underweight,39.5,33.1
Uttar Pradesh,Amethi,amethi_uttar_pradesh,overweight,1.5,1.2
Uttar Pradesh,Auraiya,auraiya_uttar_pradesh,stunting,43.6,39.7
Uttar Pradesh,Auraiya,auraiya_uttar_pradesh,wasting,13.1,9.2
Uttar Pradesh,Auraiya,auraiya_uttar_pradesh,underweight,46.4,32.6
Uttar Pradesh,Auraiya,auraiya_uttar_pradesh,overweight,1,7.3
Uttar Pradesh,Azamgarh,azamgarh_uttar_pradesh,stunting,40,33.4
Uttar Pradesh,Azamgarh,azamgarh_uttar_pradesh,wasting,6.1,4.3
Uttar Pradesh,Azamgarh,azamgarh_uttar_pradesh,underweight,33,28
Uttar Pradesh,Azamgarh,azamgarh_uttar_pradesh,overweight,1.2,0.5
Uttar Pradesh,Baghpat,baghpat_uttar_pradesh,stunting,35.8,25.5
Uttar Pradesh,Baghpat,baghpat_uttar_pradesh,wasting,3.2,3.9
Uttar Pradesh,Baghpat,baghpat_uttar_pradesh,underweight,33.3,26
Uttar Pradesh,Baghpat,baghpat_uttar_pradesh,overweight,0.2,1.7
Uttar Pradesh,Bahraich,bahraich_uttar_pradesh,stunting,65.1,52.1
Uttar Pradesh,Bahraich,bahraich_uttar_pradesh,wasting,5.6,7.5
Uttar Pradesh,Bahraich,bahraich_uttar_pradesh,underweight,44,38
Uttar Pradesh,Bahraich,bahraich_uttar_pradesh,overweight,1.5,4.1
Uttar Pradesh,Ballia,ballia_uttar_pradesh,stunting,39.6,43.8
Uttar Pradesh,Ballia,ballia_uttar_pradesh,wasting,4,10.7
Uttar Pradesh,Ballia,ballia_uttar_pradesh,underweight,31.1,42.5
Uttar Pradesh,Ballia,ballia_uttar_pradesh,overweight,1.6,2.2
Uttar Pradesh,Balrampur,balrampur_uttar_pradesh,stunting,62.8,41.2
Uttar Pradesh,Balrampur,balrampur_uttar_pradesh,wasting,3.3,14.3
Uttar Pradesh,Balrampur,balrampur_uttar_pradesh,underweight,43.5,37.2
Uttar Pradesh,Balrampur,balrampur_uttar_pradesh,overweight,4,3.9
Uttar Pradesh,Banda,banda_uttar_pradesh,stunting,46.7,51
Uttar Pradesh,Banda,banda_uttar_pradesh,wasting,6.7,13
Uttar Pradesh,Banda,banda_uttar_pradesh,underweight,41.5,49.8
Uttar Pradesh,Banda,banda_uttar_pradesh,overweight,10,6.3
Uttar Pradesh,Barabanki,barabanki_uttar_pradesh,stunting,51.5,41.9
Uttar Pradesh,Barabanki,barabanki_uttar_pradesh,wasting,2.3,7.8
Uttar Pradesh,Barabanki,barabanki_uttar_pradesh,underweight,40.2,31.9
Uttar Pradesh,Barabanki,barabanki_uttar_pradesh,overweight,1.4,3
Uttar Pradesh,Bareilly,bareilly_uttar_pradesh,stunting,45.6,45.9
Uttar Pradesh,Bareilly,bareilly_uttar_pradesh,wasting,4,5.6
Uttar Pradesh,Bareilly,bareilly_uttar_pradesh,underweight,42.1,35.2
Uttar Pradesh,Bareilly,bareilly_uttar_pradesh,overweight,0.5,1.4
Uttar Pradesh,Basti,basti_uttar_pradesh,stunting,48.9,35.9
Uttar Pradesh,Basti,basti_uttar_pradesh,wasting,4.2,15.2
Uttar Pradesh,Basti,basti_uttar_pradesh,underweight,33.3,39.2
Uttar Pradesh,Basti,basti_uttar_pradesh,overweight,2.6,2.7
Uttar Pradesh,Bijnor,bijnor_uttar_pradesh,stunting,42.6,36.2
Uttar Pradesh,Bijnor,bijnor_uttar_pradesh,wasting,6.9,2
Uttar Pradesh,Bijnor,bijnor_uttar_pradesh,underweight,41.8,21.9
Uttar Pradesh,Bijnor,bijnor_uttar_pradesh,overweight,1.1,2.7
Uttar Pradesh,Budaun,budaun_uttar_pradesh,stunting,46.3,51.8
Uttar Pradesh,Budaun,budaun_uttar_pradesh,wasting,6,6.8
Uttar Pradesh,Budaun,budaun_uttar_pradesh,underweight,39.5,43
Uttar Pradesh,Budaun,budaun_uttar_pradesh,overweight,1.5,3.8
Uttar Pradesh,Bulandshahr,bulandshahr_uttar_pradesh,stunting,43.2,37.6
Uttar Pradesh,Bulandshahr,bulandshahr_uttar_pradesh,wasting,7,2.6
Uttar Pradesh,Bulandshahr,bulandshahr_uttar_pradesh,underweight,33.8,26.5
Uttar Pradesh,Bulandshahr,bulandshahr_uttar_pradesh,overweight,3.3,2.9
Uttar Pradesh,Chandauli,chandauli_uttar_pradesh,stunting,43.3,39.5
Uttar Pradesh,Chandauli,chandauli_uttar_pradesh,wasting,6.6,7.4
Uttar Pradesh,Chandauli,chandauli_uttar_pradesh,underweight,34.8,29.9
Uttar Pradesh,Chandauli,chandauli_uttar_pradesh,overweight,2.3,0.6
Uttar Pradesh,Chitrakoot,chitrakoot_uttar_pradesh,stunting,50.9,47.5
Uttar Pradesh,Chitrakoot,chitrakoot_uttar_pradesh,wasting,14.7,12
Uttar Pradesh,Chitrakoot,chitrakoot_uttar_pradesh,underweight,52.5,41.8
Uttar Pradesh,Chitrakoot,chitrakoot_uttar_pradesh,overweight,1,6.7
Uttar Pradesh,Deoria,deoria_uttar_pradesh,stunting,41.2,36.8
Uttar Pradesh,Deoria,deoria_uttar_pradesh,wasting,4.6,10.8
Uttar Pradesh,Deoria,deoria_uttar_pradesh,underweight,31.6,39.4
Uttar Pradesh,Deoria,deoria_uttar_pradesh,overweight,2,3.4
Uttar Pradesh,Etah,etah_uttar_pradesh,stunting,51,48.8
Uttar Pradesh,Etah,etah_uttar_pradesh,wasting,2,8.4
Uttar Pradesh,Etah,etah_uttar_pradesh,underweight,32.2,30.6
Uttar Pradesh,Etah,etah_uttar_pradesh,overweight,1,3.7
Uttar Pradesh,Etawah,etawah_uttar_pradesh,stunting,53.2,38.8
Uttar Pradesh,Etawah,etawah_uttar_pradesh,wasting,2.3,6.2
Uttar Pradesh,Etawah,etawah_uttar_pradesh,underweight,32.6,24.3
Uttar Pradesh,Etawah,etawah_uttar_pradesh,overweight,1.5,2.6
Uttar Pradesh,Faizabad,faizabad_uttar_pradesh,stunting,49.9,30.6
Uttar Pradesh,Faizabad,faizabad_uttar_pradesh,wasting,5.8,2
Uttar Pradesh,Faizabad,faizabad_uttar_pradesh,underweight,44.9,27.5
Uttar Pradesh,Faizabad,faizabad_uttar_pradesh,overweight,0.7,2.6
Uttar Pradesh,Farrukhabad,farrukhabad_uttar_pradesh,stunting,49.1,47.8
Uttar Pradesh,Farrukhabad,farrukhabad_uttar_pradesh,wasting,2.2,6.1
Uttar Pradesh,Farrukhabad,farrukhabad_uttar_pradesh,underweight,31.4,31.1
Uttar Pradesh,Farrukhabad,farrukhabad_uttar_pradesh,overweight,0.6,4.7
Uttar Pradesh,Fatehpur,fatehpur_uttar_pradesh,stunting,52.4,51.1
Uttar Pradesh,Fatehpur,fatehpur_uttar_pradesh,wasting,5.9,9.1
Uttar Pradesh,Fatehpur,fatehpur_uttar_pradesh,underweight,40.4,38
Uttar Pradesh,Fatehpur,fatehpur_uttar_pradesh,overweight,4.4,3.6
Uttar Pradesh,Firozabad,firozabad_uttar_pradesh,stunting,44,46.9
Uttar Pradesh,Firozabad,firozabad_uttar_pradesh,wasting,3.8,3.8
Uttar Pradesh,Firozabad,firozabad_uttar_pradesh,underweight,27.9,25.6
Uttar Pradesh,Firozabad,firozabad_uttar_pradesh,overweight,1.6,4.8
Uttar Pradesh,Gautam Buddha Nagar,gautam_buddha_nagar_uttar_pradesh,stunting,32.2,25.5
Uttar Pradesh,Gautam Buddha Nagar,gautam_buddha_nagar_uttar_pradesh,wasting,4.5,3.5
Uttar Pradesh,Gautam Buddha Nagar,gautam_buddha_nagar_uttar_pradesh,underweight,28.4,21.9
Uttar Pradesh,Gautam Buddha Nagar,gautam_buddha_nagar_uttar_pradesh,overweight,1.2,0.6
Uttar Pradesh,Ghaziabad,ghaziabad_uttar_pradesh,stunting,46.3,28.2
Uttar Pradesh,Ghaziabad,ghaziabad_uttar_pradesh,wasting,6,3
Uttar Pradesh,Ghaziabad,ghaziabad_uttar_pradesh,underweight,39.5,23.4
Uttar Pradesh,Ghaziabad,ghaziabad_uttar_pradesh,overweight,1.5,3
Uttar Pradesh,Ghazipur,ghazipur_uttar_pradesh,stunting,41.4,39.3
Uttar Pradesh,Ghazipur,ghazipur_uttar_pradesh,wasting,7.6,13.9
Uttar Pradesh,Ghazipur,ghazipur_uttar_pradesh,underweight,31.7,38.3
Uttar Pradesh,Ghazipur,ghazipur_uttar_pradesh,overweight,2.3,3.6
Uttar Pradesh,Gonda,gonda_uttar_pradesh,stunting,56.9,45.9
Uttar Pradesh,Gonda,gonda_uttar_pradesh,wasting,3.5,3.8
Uttar Pradesh,Gonda,gonda_uttar_pradesh,underweight,38.6,28
Uttar Pradesh,Gonda,gonda_uttar_pradesh,overweight,2.3,4.7
Uttar Pradesh,Gorakhpur,gorakhpur_uttar_pradesh,stunting,42.1,29.6
Uttar Pradesh,Gorakhpur,gorakhpur_uttar_pradesh,wasting,5.2,12
Uttar Pradesh,Gorakhpur,gorakhpur_uttar_pradesh,underweight,35.2,33.7
Uttar Pradesh,Gorakhpur,gorakhpur_uttar_pradesh,overweight,1.6,1.3
Uttar Pradesh,Hamirpur,hamirpur_uttar_pradesh,stunting,38.5,48
Uttar Pradesh,Hamirpur,hamirpur_uttar_pradesh,wasting,14.6,10.7
Uttar Pradesh,Hamirpur,hamirpur_uttar_pradesh,underweight,39.8,36.3
Uttar Pradesh,Hamirpur,hamirpur_uttar_pradesh,overweight,2,9.1
Uttar Pradesh,Hapur,hapur_uttar_pradesh,stunting,46.3,30.2
Uttar Pradesh,Hapur,hapur_uttar_pradesh,wasting,6,9.2
Uttar Pradesh,Hapur,hapur_uttar_pradesh,underweight,39.5,26.9
Uttar Pradesh,Hapur,hapur_uttar_pradesh,overweight,1.5,5.1
Uttar Pradesh,Hardoi,hardoi_uttar_pradesh,stunting,50.5,44.5
Uttar Pradesh,Hardoi,hardoi_uttar_pradesh,wasting,5,9.9
Uttar Pradesh,Hardoi,hardoi_uttar_pradesh,underweight,39.9,33
Uttar Pradesh,Hardoi,hardoi_uttar_pradesh,overweight,0.7,5.4
Uttar Pradesh,Jalaun,jalaun_uttar_pradesh,stunting,45.6,45.1
Uttar Pradesh,Jalaun,jalaun_uttar_pradesh,wasting,14.3,8.5
Uttar Pradesh,Jalaun,jalaun_uttar_pradesh,underweight,49.2,36.1
Uttar Pradesh,Jalaun,jalaun_uttar_pradesh,overweight,0.4,2.3
Uttar Pradesh,Jaunpur,jaunpur_uttar_pradesh,stunting,48,40.5
Uttar Pradesh,Jaunpur,jaunpur_uttar_pradesh,wasting,8.4,6.7
Uttar Pradesh,Jaunpur,jaunpur_uttar_pradesh,underweight,52.7,30.3
Uttar Pradesh,Jaunpur,jaunpur_uttar_pradesh,overweight,0.5,2.7
Uttar Pradesh,Jhansi,jhansi_uttar_pradesh,stunting,36.1,40.9
Uttar Pradesh,Jhansi,jhansi_uttar_pradesh,wasting,11,10.4
Uttar Pradesh,Jhansi,jhansi_uttar_pradesh,underweight,39.5,39.3
Uttar Pradesh,Jhansi,jhansi_uttar_pradesh,overweight,0.7,3.3
Uttar Pradesh,Jyotiba Phule Nagar,jyotiba_phule_nagar_uttar_pradesh,stunting,44.7,42.2
Uttar Pradesh,Jyotiba Phule Nagar,jyotiba_phule_nagar_uttar_pradesh,wasting,7,12.5
Uttar Pradesh,Jyotiba Phule Nagar,jyotiba_phule_nagar_uttar_pradesh,underweight,42.4,35.4
Uttar Pradesh,Jyotiba Phule Nagar,jyotiba_phule_nagar_uttar_pradesh,overweight,0.6,4.6
Uttar Pradesh,Kannauj,kannauj_uttar_pradesh,stunting,50.4,43
Uttar Pradesh,Kannauj,kannauj_uttar_pradesh,wasting,3.8,10.8
Uttar Pradesh,Kannauj,kannauj_uttar_pradesh,underweight,32.9,33.5
Uttar Pradesh,Kannauj,kannauj_uttar_pradesh,overweight,1.1,5.2
Uttar Pradesh,Kanpur Dehat,kanpur_dehat_uttar_pradesh,stunting,45.9,44.1
Uttar Pradesh,Kanpur Dehat,kanpur_dehat_uttar_pradesh,wasting,5.8,6.7
Uttar Pradesh,Kanpur Dehat,kanpur_dehat_uttar_pradesh,underweight,36.1,32.8
Uttar Pradesh,Kanpur Dehat,kanpur_dehat_uttar_pradesh,overweight,1.4,6.8
Uttar Pradesh,Kanpur Nagar,kanpur_nagar_uttar_pradesh,stunting,43.6,34.6
Uttar Pradesh,Kanpur Nagar,kanpur_nagar_uttar_pradesh,wasting,10.8,12.6
Uttar Pradesh,Kanpur Nagar,kanpur_nagar_uttar_pradesh,underweight,41.8,27.8
Uttar Pradesh,Kanpur Nagar,kanpur_nagar_uttar_pradesh,overweight,2.8,5.8
Uttar Pradesh,Kanshiram Nagar,kanshiram_nagar_uttar_pradesh,stunting,51.5,45.1
Uttar Pradesh,Kanshiram Nagar,kanshiram_nagar_uttar_pradesh,wasting,4.1,9.9
Uttar Pradesh,Kanshiram Nagar,kanshiram_nagar_uttar_pradesh,underweight,32.8,35.5
Uttar Pradesh,Kanshiram Nagar,kanshiram_nagar_uttar_pradesh,overweight,1.8,4.6
Uttar Pradesh,Kaushambi,kaushambi_uttar_pradesh,stunting,50.1,40.2
Uttar Pradesh,Kaushambi,kaushambi_uttar_pradesh,wasting,13.5,4.3
Uttar Pradesh,Kaushambi,kaushambi_uttar_pradesh,underweight,52.8,36.8
Uttar Pradesh,Kaushambi,kaushambi_uttar_pradesh,overweight,1,0.8
Uttar Pradesh,Kheri,kheri_uttar_pradesh,stunting,53.9,47.6
Uttar Pradesh,Kheri,kheri_uttar_pradesh,wasting,6.9,3.9
Uttar Pradesh,Kheri,kheri_uttar_pradesh,underweight,40.8,36.3
Uttar Pradesh,Kheri,kheri_uttar_pradesh,overweight,2.1,2.2
Uttar Pradesh,Kushinagar,kushinagar_uttar_pradesh,stunting,45,32.2
Uttar Pradesh,Kushinagar,kushinagar_uttar_pradesh,wasting,4.3,9
Uttar Pradesh,Kushinagar,kushinagar_uttar_pradesh,underweight,35.1,36.6
Uttar Pradesh,Kushinagar,kushinagar_uttar_pradesh,overweight,3.3,2.2
Uttar Pradesh,Lalitpur,lalitpur_uttar_pradesh,stunting,40.7,46.6
Uttar Pradesh,Lalitpur,lalitpur_uttar_pradesh,wasting,16.9,7.5
Uttar Pradesh,Lalitpur,lalitpur_uttar_pradesh,underweight,48.8,34.8
Uttar Pradesh,Lalitpur,lalitpur_uttar_pradesh,overweight,0.5,6.7
Uttar Pradesh,Lucknow,lucknow_uttar_pradesh,stunting,37.5,32.1
Uttar Pradesh,Lucknow,lucknow_uttar_pradesh,wasting,17.9,1.4
Uttar Pradesh,Lucknow,lucknow_uttar_pradesh,underweight,44.5,25.5
Uttar Pradesh,Lucknow,lucknow_uttar_pradesh,overweight,1.8,2
Uttar Pradesh,Mahamaya Nagar,mahamaya_nagar_uttar_pradesh,stunting,44.2,39.1
Uttar Pradesh,Mahamaya Nagar,mahamaya_nagar_uttar_pradesh,wasting,2.1,4.7
Uttar Pradesh,Mahamaya Nagar,mahamaya_nagar_uttar_pradesh,underweight,31.7,24.5
Uttar Pradesh,Mahamaya Nagar,mahamaya_nagar_uttar_pradesh,overweight,0.8,3.7
Uttar Pradesh,Maharajganj,maharajganj_uttar_pradesh,stunting,53.3,40.5
Uttar Pradesh,Maharajganj,maharajganj_uttar_pradesh,wasting,3.3,9.1
Uttar Pradesh,Maharajganj,maharajganj_uttar_pradesh,underweight,37.1,37.4
Uttar Pradesh,Maharajganj,maharajganj_uttar_pradesh,overweight,3,3.4
Uttar Pradesh,Mahoba,mahoba_uttar_pradesh,stunting,44.6,42.3
Uttar Pradesh,Mahoba,mahoba_uttar_pradesh,wasting,6.4,11.7
Uttar Pradesh,Mahoba,mahoba_uttar_pradesh,underweight,47.7,33.4
Uttar Pradesh,Mahoba,mahoba_uttar_pradesh,overweight,1.8,5
Uttar Pradesh,Mainpuri,mainpuri_uttar_pradesh,stunting,46.5,44.3
Uttar Pradesh,Mainpuri,mainpuri_uttar_pradesh,wasting,3.8,6.7
Uttar Pradesh,Mainpuri,mainpuri_uttar_pradesh,underweight,32.5,33.6
Uttar Pradesh,Mainpuri,mainpuri_uttar_pradesh,overweight,1.7,4
Uttar Pradesh,Mathura,mathura_uttar_pradesh,stunting,40.8,31.6
Uttar Pradesh,Mathura,mathura_uttar_pradesh,wasting,5.1,3.2
Uttar Pradesh,Mathura,mathura_uttar_pradesh,underweight,27.7,21.3
Uttar Pradesh,Mathura,mathura_uttar_pradesh,overweight,2.2,2.1
Uttar Pradesh,Mau,mau_uttar_pradesh,stunting,40.9,25.4
Uttar Pradesh,Mau,mau_uttar_pradesh,wasting,4.2,9.6
Uttar Pradesh,Mau,mau_uttar_pradesh,underweight,35.1,30.3
Uttar Pradesh,Mau,mau_uttar_pradesh,overweight,2.1,1.2
Uttar Pradesh,Meerut,meerut_uttar_pradesh,stunting,35.3,32.1
Uttar Pradesh,Meerut,meerut_uttar_pradesh,wasting,6.3,2.1
Uttar Pradesh,Meerut,meerut_uttar_pradesh,underweight,35.2,23.7
Uttar Pradesh,Meerut,meerut_uttar_pradesh,overweight,0.6,1.3
Uttar Pradesh,Mirzapur,mirzapur_uttar_pradesh,stunting,49.1,43.4
Uttar Pradesh,Mirzapur,mirzapur_uttar_pradesh,wasting,6.6,3.3
Uttar Pradesh,Mirzapur,mirzapur_uttar_pradesh,underweight,46.5,27.6
Uttar Pradesh,Mirzapur,mirzapur_uttar_pradesh,overweight,1.3,2.9
Uttar Pradesh,Moradabad,moradabad_uttar_pradesh,stunting,46.3,34.7
Uttar Pradesh,Moradabad,moradabad_uttar_pradesh,wasting,6,9.8
Uttar Pradesh,Moradabad,moradabad_uttar_pradesh,underweight,39.5,27
Uttar Pradesh,Moradabad,moradabad_uttar_pradesh,overweight,1.5,2.3
Uttar Pradesh,Muzaffarnagar,muzaffarnagar_uttar_pradesh,stunting,46.3,29.8
Uttar Pradesh,Muzaffarnagar,muzaffarnagar_uttar_pradesh,wasting,6,9.9
Uttar Pradesh,Muzaffarnagar,muzaffarnagar_uttar_pradesh,underweight,39.5,29.9
Uttar Pradesh,Muzaffarnagar,muzaffarnagar_uttar_pradesh,overweight,1.5,4.2
Uttar Pradesh,Pilibhit,pilibhit_uttar_pradesh,stunting,51.5,38.9
Uttar Pradesh,Pilibhit,pilibhit_uttar_pradesh,wasting,8.3,7.5
Uttar Pradesh,Pilibhit,pilibhit_uttar_pradesh,underweight,44.1,39.4
Uttar Pradesh,Pilibhit,pilibhit_uttar_pradesh,overweight,1.1,1.4
Uttar Pradesh,Pratapgarh,pratapgarh_uttar_pradesh,stunting,41.3,35.5
Uttar Pradesh,Pratapgarh,pratapgarh_uttar_pradesh,wasting,8.5,2.5
Uttar Pradesh,Pratapgarh,pratapgarh_uttar_pradesh,underweight,42.6,27.7
Uttar Pradesh,Pratapgarh,pratapgarh_uttar_pradesh,overweight,2.3,1.3
Uttar Pradesh,Prayagraj,prayagraj_uttar_pradesh,stunting,43.8,37.9
Uttar Pradesh,Prayagraj,prayagraj_uttar_pradesh,wasting,7.4,4.3
Uttar Pradesh,Prayagraj,prayagraj_uttar_pradesh,underweight,43.4,32.6
Uttar Pradesh,Prayagraj,prayagraj_uttar_pradesh,overweight,1.4,1
Uttar Pradesh,Rae Bareli,rae_bareli_uttar_pradesh,stunting,46.3,47
Uttar Pradesh,Rae Bareli,rae_bareli_uttar_pradesh,wasting,6,6.3
Uttar Pradesh,Rae Bareli,rae_bareli_uttar_pradesh,underweight,39.5,28.8
Uttar Pradesh,Rae Bareli,rae_bareli_uttar_pradesh,overweight,1.5,4.3
Uttar Pradesh,Rampur,rampur_uttar_pradesh,stunting,46,40.4
Uttar Pradesh,Rampur,rampur_uttar_pradesh,wasting,5,5.9
Uttar Pradesh,Rampur,rampur_uttar_pradesh,underweight,44.4,32.1
Uttar Pradesh,Rampur,rampur_uttar_pradesh,overweight,0.4,2.1
Uttar Pradesh,Saharanpur,saharanpur_uttar_pradesh,stunting,36.9,28.8
Uttar Pradesh,Saharanpur,saharanpur_uttar_pradesh,wasting,4.4,12.9
Uttar Pradesh,Saharanpur,saharanpur_uttar_pradesh,underweight,36.1,26.7
Uttar Pradesh,Saharanpur,saharanpur_uttar_pradesh,overweight,0.3,1.9
Uttar Pradesh,Sambhal,sambhal_uttar_pradesh,stunting,46.3,51.6
Uttar Pradesh,Sambhal,sambhal_uttar_pradesh,wasting,6,5.6
Uttar Pradesh,Sambhal,sambhal_uttar_pradesh,underweight,39.5,29.8
Uttar Pradesh,Sambhal,sambhal_uttar_pradesh,overweight,1.5,3.8
